LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Normalnull,noun,neuter,Normalnull,,Normalnull,Normalnull,Normalnulls,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
RhÃ´ne-Alpes,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Buenos,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Südtirols,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Person
Aires,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
la,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Iowa,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Centre-Val,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Tennessee,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Nordwesten,noun,masculine,Nordwesten,,Nordwesten,Nordwesten,Nordwestens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Partido,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Provincia,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Person
Fläche,noun,feminine,Fläche,Flächen,Fläche,Fläche,Fläche,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Midi-PyrÃ©nÃ©es,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
PS,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Teil,noun,neuter,Teil,Teile,Teil,Teile,Teils,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Ohio,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Nebraska,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
PS,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Minnesota,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Südtirol,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Bretagne;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Einwohnerzahl,noun,feminine,Einwohnerzahl,Einwohnerzahlen,Einwohnerzahl,Einwohnerzahl,Einwohnerzahl,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
RhÃ´ne-Alpes,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Mississippi,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Santa,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Schätzung,noun,feminine,Schätzung,Schätzungen,Schätzung,Schätzung,Schätzung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Provence-Alpes-CÃ´te,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Nordwesten,noun,masculine,Nordwesten,,Nordwesten,Nordwesten,Nordwestens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Ãle-de-France,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Partido,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Aquitanien;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Departement,noun,neuter,Departement,Departemente,Departement,Departement,Departements,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Oklahoma,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Nouvelle-Aquitaine;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Departement,noun,neuter,Departement,Departemente,Departement,Departement,Departements,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Michigan,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Arkansas,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Loire,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
la,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Zentrum,noun,neuter,Zentrum,Zentren,Zentrum,Zentrum,Zentrums,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Januar,noun,masculine,Januar,Januare,Januar,Januar,Januar,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Normandie;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Indiana,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Alabama,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Schätzung,noun,feminine,Schätzung,Schätzungen,Schätzung,Schätzung,Schätzung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Burgund;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Nord-Pas-de-Calais,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
stehen,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Dezember,noun,masculine,Dezember,Dezember,Dezember,Dezember,Dezember,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Provence-Alpes-CÃ´te,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Louisiana,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Michel,noun,masculine,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Aquitanien;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
General,noun,masculine,General,Generale,General,Generale,Generals,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Pradesh,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Picardie;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Parish,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Paroisse,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Gemeinde,noun,feminine,Gemeinde,Gemeinden,Gemeinde,Gemeinde,Gemeinde,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Florida,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Tourismus,noun,masculine,Tourismus,,Tourismus,Tourismus,Tourismus,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Person
Okzitanien;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Languedoc-Roussillon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
da,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
La,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Paz,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Januar,noun,masculine,Januar,Januare,Januar,Januar,Januar,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Burgund;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Ortschaft,noun,feminine,Ortschaft,Ortschaften,Ortschaft,Ortschaft,Ortschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/leaderName,http://dbpedia.org/ontology/City,http://dbpedia.org/ontology/Person
Aquitanien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Auvergne-RhÃ´ne-Alpes,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Bourgogne-Franche-ComtÃ©,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
La,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Midi-PyrÃ©nÃ©es;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Champagne-Ardenne;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Anden-Staates,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
West,noun,masculine,West,,West,West,West,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Nord-Pas-de-Calais,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Le,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Zentrum,noun,neuter,Zentrum,Zentren,Zentrum,Zentrum,Zentrums,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Michel,noun,masculine,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Franche-ComtÃ©,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Picardie;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Grand,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Land,noun,neuter,Land,Lande,Land,Lande,Lands,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Pas-de-Calais,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
General,noun,masculine,General,Generale,General,Generale,Generals,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Paz,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
RÃ­o,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
MartÃ­n,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Languedoc-Roussillon,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Pays,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Auvergne,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Pennsylvania,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Poitou-Charentes,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Rahmen,noun,masculine,Rahmen,Rahmen,Rahmen,Rahmen,Rahmens,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Powiat,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Woiwodschaft,noun,feminine,Woiwodschaft,Woiwodschaften,Woiwodschaft,Woiwodschaft,Woiwodschaft,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Alain,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Midi-PyrÃ©nÃ©es;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Verwaltungseinheit,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Champagne-Ardenne;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
City,noun,feminine,City,Citys,City,City,City,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
UMP,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Aquitanien,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Puy-de-DÃ´me,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
PyrÃ©nÃ©es-Atlantiques,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
San,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Mittel,noun,neuter,Mittel,Mittel,Mittel,Mittel,Mittels,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Stadt,noun,feminine,Stadt,Städte,Stadt,Stadt,Stadt,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Kreis,noun,masculine,Kreis,Kreise,Kreis,Kreise,Kreises,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Land,noun,neuter,Land,Lande,Land,Lande,Lands,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Le,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
UMP,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Frankreich,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
Limousin,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Haute-Normandie;,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Übersee-DÃ©partement,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/populationTotal,http://dbpedia.org/ontology/Location,xsd:double
Franche-ComtÃ©,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
South,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/areaCode,http://dbpedia.org/ontology/Place,xsd:string
Gironde,noun,,,,,,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/capital,http://dbpedia.org/ontology/Country,http://dbpedia.org/ontology/City
