LemonEntry,partOfSpeech,writtenForm,comparative,superlative_singular,superlative_plural,SyntacticFrame,predFrame,sense,reference,oils:boundTo,oils:degree,domain,range,preposition
groß,adjective,groß,grösseren,grössestes,grössesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
früh,adjective,früh,früheren,frühestes,frühesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
niederländisch,adjective,niederländisch,niederländischeren,niederländischstes,niederländischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
erfolgreich,adjective,erfolgreich,erfolgreicheren,erfolgreichstes,erfolgreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
früh,adjective,früh,früheren,frühestes,frühesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
aktiv,adjective,aktiv,aktiveren,aktivstes,aktivsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
bekannt,adjective,bekannt,bekannteren,bekanntestes,bekanntesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
christlich,adjective,christlich,christlicheren,christlichstes,christlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
groß,adjective,groß,grösseren,grössestes,grössesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
österreichisch,adjective,österreichisch,österreichischeren,österreichischstes,österreichischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
englisch,adjective,englisch,englischeren,englischstes,englischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
stark,adjective,stark,stärkeren,stärkstes,stärksten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
häufig,adjective,häufig,häufigeren,häufigstes,häufigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
spät,adjective,spät,späteren,spätestes,spätesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
ursprünglich,adjective,ursprünglich,ursprünglicheren,ursprünglichstes,ursprünglichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
polnisch,adjective,polnisch,polnischeren,polnischstes,polnischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
dänisch,adjective,dänisch,dänischeren,dänischstes,dänischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
häufig,adjective,häufig,häufigeren,häufigstes,häufigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
neu,adjective,neu,neueren,neustes,neusten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
verschieden,adjective,verschieden,verschiedneren,verschiedenstes,verschiedensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
kommerziell,adjective,kommerziell,kommerzielleren,kommerziellstes,kommerziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
portugiesisch,adjective,portugiesisch,portugiesischeren,portugiesischstes,portugiesischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
wichtig,adjective,wichtig,wichtigeren,wichtigstes,wichtigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
zahlreich,adjective,zahlreich,zahlreicheren,zahlreichstes,zahlreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
kommerziell,adjective,kommerziell,kommerzielleren,kommerziellstes,kommerziellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
musikalisch,adjective,musikalisch,musikalischeren,musikalischstes,musikalischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
bedeutend,adjective,bedeutend,bedeutenderen,bedeutendstes,bedeutendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
klassisch,adjective,klassisch,klassischeren,klassischstes,klassischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
spät,adjective,spät,späteren,spätestes,spätesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
stark,adjective,stark,stärkeren,stärkstes,stärksten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
politisch,adjective,politisch,politischeren,politischstes,politischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
zahlreich,adjective,zahlreich,zahlreicheren,zahlreichstes,zahlreichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
musikalisch,adjective,musikalisch,musikalischeren,musikalischstes,musikalischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
alt,adjective,alt,älteren,ältestes,ältesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
klassisch,adjective,klassisch,klassischeren,klassischstes,klassischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
typisch,adjective,typisch,typischeren,typischstes,typischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
traditionell,adjective,traditionell,traditionelleren,traditionellstes,traditionellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
verschieden,adjective,verschieden,verschiedneren,verschiedenstes,verschiedensten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
populär,adjective,populär,populäreren,populärstes,populärsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
wichtig,adjective,wichtig,wichtigeren,wichtigstes,wichtigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
schnell,adjective,schnell,schnelleren,schnellstes,schnellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
griechisch,adjective,griechisch,griechischeren,griechischstes,griechischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
modern,adjective,modern,moderneren,modernstes,modernsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
politisch,adjective,politisch,politischeren,politischstes,politischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
europäisch,adjective,europäisch,europäischeren,europäischstes,europäischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
stilistisch,adjective,stilistisch,stilistischeren,stilistischstes,stilistischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
niederländisch,adjective,niederländisch,niederländischeren,niederländischstes,niederländischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
bayerisch,adjective,bayerisch,bayerischeren,bayerischstes,bayerischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
melodisch,adjective,melodisch,melodischeren,melodischstes,melodischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
neu,adjective,neu,neueren,neustes,neusten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
traditionell,adjective,traditionell,traditionelleren,traditionellstes,traditionellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
populär,adjective,populär,populäreren,populärstes,populärsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
christlich,adjective,christlich,christlicheren,christlichstes,christlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
maßgeblich,adjective,maßgeblich,maßgeblicheren,maßgeblichstes,maßgeblichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
unterschiedlich,adjective,unterschiedlich,unterschiedlicheren,unterschiedlichstes,unterschiedlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
melodisch,adjective,melodisch,melodischeren,melodischstes,melodischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
melancholisch,adjective,melancholisch,melancholischeren,melancholischstes,melancholischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
europäisch,adjective,europäisch,europäischeren,europäischstes,europäischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
stilistisch,adjective,stilistisch,stilistischeren,stilistischstes,stilistischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
aktuell,adjective,aktuell,aktuelleren,aktuellstes,aktuellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
alt,adjective,alt,älteren,ältestes,ältesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
weit,adjective,weit,weiteren,weitestes,weitesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
bedeutend,adjective,bedeutend,bedeutenderen,bedeutendstes,bedeutendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
negativ,adjective,negativ,negativeren,negativstes,negativsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
heutig,adjective,heutig,heutigeren,heutigstes,heutigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
hart,adjective,hart,härteren,härtestes,härtesten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
unterschiedlich,adjective,unterschiedlich,unterschiedlicheren,unterschiedlichstes,unterschiedlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
typisch,adjective,typisch,typischeren,typischstes,typischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
modern,adjective,modern,moderneren,modernstes,modernsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
rein,adjective,rein,reineren,reinstes,reinsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
dänisch,adjective,dänisch,dänischeren,dänischstes,dänischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
gleich,adjective,gleich,gleicheren,gleichstes,gleichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
hoch,adjective,hoch,höheren,höchstes,höchsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
gleich,adjective,gleich,gleicheren,gleichstes,gleichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
melancholisch,adjective,melancholisch,melancholischeren,melancholischstes,melancholischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
deutlich,adjective,deutlich,deutlicheren,deutlichstes,deutlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
regelmäßig,adjective,regelmäßig,regelmäßigeren,regelmäßigstes,regelmäßigsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
maßgeblich,adjective,maßgeblich,maßgeblicheren,maßgeblichstes,maßgeblichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
ungarisch,adjective,ungarisch,ungarischeren,ungarischstes,ungarischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
russisch,adjective,russisch,russischeren,russischstes,russischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
deutlich,adjective,deutlich,deutlicheren,deutlichstes,deutlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
wesentlich,adjective,wesentlich,wesentlicheren,wesentlichstes,wesentlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
entscheidend,adjective,entscheidend,entscheidenderen,entscheidendstes,entscheidendsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
lang,adjective,lang,längeren,längstes,längsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
ähnlich,adjective,ähnlich,ähnlicheren,ähnlichstes,ähnlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
spanisch,adjective,spanisch,spanischeren,spanischstes,spanischsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
aufmerksam,adjective,aufmerksam,aufmerksameren,aufmerksamstes,aufmerksamsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
schnell,adjective,schnell,schnelleren,schnellstes,schnellsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/founder,oils:high,dbo:Person,dbo:Person,in
verantwortlich,adjective,verantwortlich,verantwortlicheren,verantwortlichstes,verantwortlichsten,AdjectiveSuperlativeFrame,PredSynArg,1,oils:CovariantScalar,http://dbpedia.org/ontology/bandMember,oils:high,dbo:Person,dbo:Person,in
